season_label,season,player,nation,age,pos,pos_primary,squad,Matches Played,Minutes_total,market_value_in_eur,Tackles attempted,Tackles Won,% Dribbles tackled,Interceptions,Clearances,Shots blocked,Passes blocked,% Aerial Duels won,Progressive Carries,Progressive Passes,1/3,Possessions lost,Errors made,Goals,Assists,Goals & Assists
2023-24,2023-2024,Issa Kaboré,Burkina Faso,22,DF,DF,Luton Town,24,1729,10000000.0,52,28,53.3,16,56,11,11,48.6,60,54,30,8,2,0,2,2
2023-24,2023-2024,Milos Kerkez,Hungary,19,DF,DF,Bournemouth,28,1970,18000000.0,47,26,71.4,20,60,11,20,36.7,46,44,34,10,2,0,1,1
2023-24,2023-2024,Jamaal Lascelles,England,29,DF,DF,Newcastle Utd,16,1080,7000000.0,14,9,54.5,5,42,12,5,66.2,8,31,38,4,0,1,0,1
2023-24,2023-2024,Tom Lockyer,Wales,28,DF,DF,Luton Town,14,1169,3500000.0,25,16,68.2,23,68,13,10,66.0,6,37,37,2,0,1,1,2
2023-24,2023-2024,Gabriel Magalhães,Brazil,25,DF,DF,Arsenal,36,3044,75000000.0,48,28,77.3,31,100,33,11,55.4,13,117,143,3,1,4,0,4
2023-24,2023-2024,Ben Mee,England,33,DF,DF,Brentford,16,1272,1000000.0,26,15,77.3,13,63,13,8,52.2,11,49,45,7,1,2,0,2
2023-24,2023-2024,Teden Mengi,England,21,DF,DF,Luton Town,30,2469,12000000.0,54,22,63.3,57,140,27,12,58.3,15,54,62,5,1,1,0,1
2023-24,2023-2024,Daniel Muñoz,Colombia,27,DF,DF,Crystal Palace,16,1439,9000000.0,55,35,50.0,24,47,7,22,48.1,25,38,25,7,0,0,4,4
2023-24,2023-2024,Murillo,Brazil,21,DF,DF,Nott'ham Forest,32,2789,40000000.0,50,31,57.6,37,188,24,17,48.7,22,89,101,15,0,0,2,2
2023-24,2023-2024,Moussa Niakhate,Senegal,27,DF,DF,Nott'ham Forest,21,1460,15000000.0,42,25,80.0,14,51,12,7,75.0,13,39,30,3,0,1,0,1
2023-24,2023-2024,Dara O'Shea,Ireland,24,DF,DF,Burnley,33,2892,7000000.0,39,20,42.3,35,158,30,11,65.5,32,122,139,1,2,3,4,7
2023-24,2023-2024,Ben Osborn,England,28,DF,DF,Sheffield Utd,24,1367,1000000.0,22,9,47.1,8,30,2,16,21.4,16,55,34,10,0,0,2,2
2023-24,2023-2024,Gabriel Osho,Nigeria,24,DF,DF,Luton Town,21,1846,3000000.0,41,22,59.3,31,92,20,17,50.0,10,37,30,10,0,2,0,2
2023-24,2023-2024,Ethan Pinnock,Jamaica,30,DF,DF,Brentford,29,2521,10000000.0,35,23,45.0,43,170,24,16,68.9,11,61,76,4,3,2,0,2
2023-24,2023-2024,Jarell Quansah,England,20,DF,DF,Liverpool,17,1190,2000000.0,25,22,70.0,17,39,8,8,67.2,13,67,69,2,1,2,0,2
2023-24,2023-2024,Tim Ream,United States,35,DF,DF,Fulham,18,1503,1000000.0,20,9,50.0,25,61,15,8,56.8,11,65,78,3,2,1,0,1
2023-24,2023-2024,Sergio Reguilón,Spain,26,DF,DF,Brentford,16,1118,12000000.0,45,20,60.0,16,41,6,17,41.2,34,38,17,5,1,0,4,4
2023-24,2023-2024,Jack Robinson,England,29,DF,DF,Sheffield Utd,34,2885,1000000.0,43,28,64.1,33,132,33,16,60.5,8,63,66,5,2,1,1,2
2023-24,2023-2024,Mads Roerslev,Denmark,24,DF,DF,Brentford,34,1985,10000000.0,48,31,50.0,19,71,3,12,34.1,18,43,32,15,0,1,2,3
2023-24,2023-2024,William Saliba,France,22,DF,DF,Arsenal,38,3420,70000000.0,41,26,74.1,29,81,17,15,59.5,16,157,175,13,3,2,1,3
2023-24,2023-2024,Luke Shaw,England,28,DF,DF,Manchester Utd,12,959,28000000.0,11,8,60.0,6,39,11,7,56.5,10,45,33,6,0,0,0,0
2023-24,2023-2024,Thiago Silva,Brazil,38,DF,DF,Chelsea,31,2527,200000.0,29,15,58.8,26,153,24,9,66.2,2,102,125,1,4,3,1,4
2023-24,2023-2024,John Stones,England,29,DF,DF,Manchester City,16,1064,38000000.0,2,1,0.0,10,21,7,4,73.7,16,57,53,6,0,1,0,1
2023-24,2023-2024,James Tarkowski,England,30,DF,DF,Everton,38,3419,13000000.0,61,42,56.3,56,191,56,26,69.7,15,130,127,16,2,1,1,2
2023-24,2023-2024,Charlie Taylor,England,29,DF,DF,Burnley,28,2331,3000000.0,35,20,48.6,19,78,11,16,51.9,36,82,69,10,0,1,1,2
2023-24,2023-2024,Luke Thomas,England,22,DF,DF,Sheffield Utd,12,917,10000000.0,20,9,57.1,10,27,5,18,40.0,8,33,23,5,0,0,0,0
2023-24,2023-2024,Harry Toffolo,England,27,DF,DF,Nott'ham Forest,23,1459,5000000.0,26,14,62.5,14,49,13,21,62.5,10,42,40,5,0,1,3,4
2023-24,2023-2024,Auston Trusty,United States,24,DF,DF,Sheffield Utd,32,2572,8000000.0,47,30,48.8,35,153,22,19,55.0,10,40,24,4,3,0,0,0
2023-24,2023-2024,Destiny Udogie,Italy,20,DF,DF,Tottenham,28,2391,38000000.0,68,33,55.1,37,80,8,19,45.8,83,155,115,26,5,2,3,5
2023-24,2023-2024,Raphaël Varane,France,30,DF,DF,Manchester Utd,22,1375,25000000.0,18,11,71.4,15,88,18,5,80.8,16,59,59,2,0,1,0,1
2023-24,2023-2024,Joël Veltman,Netherlands,31,DF,DF,Brighton,27,1588,10000000.0,54,41,67.2,18,57,7,10,57.1,24,85,51,7,1,1,1,2
2023-24,2023-2024,Micky van de Ven,Netherlands,22,DF,DF,Tottenham,27,2339,40000000.0,49,35,72.7,18,78,15,10,48.1,19,108,121,12,1,3,0,3
2023-24,2023-2024,Vitinho,Brazil,24,DF,DF,Burnley,32,2314,5000000.0,64,34,50.0,12,47,6,38,46.3,59,66,56,26,4,0,2,2
2023-24,2023-2024,Joel Ward,England,33,DF,DF,Crystal Palace,26,1980,1000000.0,45,28,63.8,14,94,10,7,48.9,16,66,68,3,1,0,1,1
2023-24,2023-2024,Adam Webster,England,28,DF,DF,Brighton,15,1144,15000000.0,14,12,33.3,16,43,12,4,71.7,16,80,92,2,1,0,0,0
2023-24,2023-2024,Ashley Young,England,38,DF,DF,Everton,31,2280,600000.0,53,38,55.6,22,50,6,18,37.3,40,82,62,13,3,0,0,0
2023-24,2023-2024,Oleksandr Zinchenko,Ukraine,26,DF,DF,Arsenal,27,1722,35000000.0,50,30,67.3,20,26,3,15,62.8,40,229,154,15,2,1,2,3
2023-24,2023-2024,Kurt Zouma,France,28,DF,DF,West Ham,33,2838,25000000.0,23,17,62.5,29,160,28,10,57.4,7,53,57,3,0,3,0,3
